Sno,Song ID,Song Name,Artist Name,Album Name,Release Date,Accousticness,Dancebility,Song Duration,Energy,Instrumentalness,Key,Liveliness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Popularity,Genre
6729,4pHjt1Hs1ghsey8dHnViYX,More Than A Woman - Remastered,Tavares,Anthology,01-01-2004,0.185,0.702,208000,0.803,0,8,0.562,-9.129,0,0.0418,108.499,4,0.882,56,disco
6730,1qyJ6XpMHdsJD8pkiA7Qww,We Don't Need Another Hero (Thunderdome),Tina Turner,Simply the Best,01-01-1991,0.201,0.69,255186,0.674,0.00612,8,0.114,-5.866,0,0.0471,98.851,4,0.713,60,disco
6731,3g3lqFthZ9yjNhcCjUDzFW,Kinda Lovely,Poolside,Low Season,07-02-2020,0.333,0.627,237560,0.717,0.1,0,0.0821,-6.706,1,0.0493,166.019,4,0.82,50,disco
6732,4zufOBl1lgLkq4b1cOx6mu,Send For Me,Atlantic Starr,The Best Of Atlantic Starr,01-01-1986,0.275,0.627,329933,0.244,0,7,0.079,-16.546,1,0.0337,134.962,4,0.332,44,disco
6733,6Drks6dbqYCZ303NPH4c6T,The Letter,Chris Malinchak,Letter EP,06-11-2020,0.0111,0.729,235435,0.621,0.938,7,0.0656,-14.886,0,0.042,126.015,4,0.322,52,disco
6734,3uvALUobqjZvTGAh6737Mb,Stumble,Kraak & Smaak,Juicy Fruit,10-06-2016,0.0917,0.665,270720,0.549,0.557,7,0.0583,-11.388,0,0.0458,91.036,4,0.217,59,disco
6735,42UpH9fz5utv8tkvOgh5Qb,Freak-a-Zoid,Midnight Star,No Parking on the Dance Floor,01-01-1983,0.0169,0.876,485013,0.8,0.00538,2,0.0382,-8.142,1,0.0519,120.829,4,0.759,43,disco
6736,6F0pF9du4C3BFDS0Lu52Mn,Love You Down - Extended Remix,Ready For The World,Long Time Coming,30-09-1986,0.261,0.717,391066,0.288,0.000974,4,0.0661,-12.943,0,0.0507,129.401,4,0.306,48,disco
6737,1tMDudccEXni3tEQrBf6FL,Upside Down,Various Artists,80s Bangers Vol. 2,14-10-2022,0.145,0.883,243493,0.923,0.0396,0,0.0407,-6.102,1,0.0757,108.189,4,0.896,0,disco
6738,24mEsJJhJeManXMz28UkNR,If I Can't Have You,Bee Gees,Greatest,01-01-1979,0.000429,0.582,202280,0.741,0.0681,1,0.281,-6.936,0,0.0242,106.503,4,0.571,54,disco
6739,2TQAKues8mUovMsp6u8gpn,Love Changes (with Meli'sa Morgan) - Digitally Remastered 1998,Kashif,The Definitive Collection,1998,0.371,0.662,282666,0.693,0,7,0.243,-8.09,1,0.171,75.077,4,0.667,44,disco
6740,3sTSo8X7UCDTVUVMJ63LJO,Hungry Eyes,Various Artists,Dirty Dancing: Anniversary Edition,21-09-2012,0.0186,0.719,247320,0.634,0,5,0.108,-7.331,1,0.0255,110.597,4,0.591,56,disco
6741,1hY60LJWE6B9gHV1Oi9kE5,"The Goonies 'r' Good Enough - From ""The Goonies"" Soundtrack",Various Artists,The Goonies (Original Motion Picture Soundtrack),09-01-1985,0.25,0.71,218440,0.807,1.88E-05,1,0.0744,-8.97,0,0.0378,139.551,4,0.946,52,disco
6742,2ULLfb35Xp05d8QbbKXlXw,Party Train,The Gap Band,Gap Band V - Jammin' (Expanded Edition),22-08-1983,0.0635,0.734,347253,0.77,0.00624,4,0.214,-8.521,0,0.0498,127.521,4,0.87,44,disco
6743,3KfFrcJoCFXU2uFiO7XwTh,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Various Artists,Saturday Night Fever (The Original Movie Soundtrack Deluxe Edition),15-11-1977,0.302,0.634,196440,0.426,0.00266,7,0.653,-15.046,1,0.0462,105.921,4,0.689,51,disco
6744,2aCHrvDxmY0rp39Ik5NGwJ,R U HIGH (feat. Mallrat) - Japanese Wallpaper Remix,The Knocks,HISTORY (Deluxe),21-10-2022,0.0348,0.768,232394,0.686,0,8,0.159,-5.879,1,0.0696,120.917,4,0.692,35,disco
6745,65lHwG8JFJs67PnOUhCYPq,Fire,The Pointer Sisters,Energy (Expanded Edition),1978,0.201,0.65,210640,0.615,0.00235,1,0.0805,-9.332,1,0.0342,118.294,4,0.637,56,disco
6746,7EmsauPLjAy9XMNELaHBZa,Hazy Shade of Winter,The Bangles,Greatest Hits,01-01-1990,0.0183,0.497,167133,0.805,0,5,0.0918,-9.089,0,0.0463,75.251,4,0.479,48,disco
6747,0GhHI7Ro6ZYtC2VzNZn1WL,Super Size (feat. Peacemode),The Knocks,HISTORY (Deluxe),21-10-2022,0.0756,0.761,191239,0.695,0.0158,0,0.312,-4.968,1,0.0494,118.034,4,0.538,33,disco
6748,0w6qnStMvC77oV25dTSiYg,Betcha by Golly Wow (Live),The Stylistics,Betcha by Golly Wow (Live),2015,0.362,0.43,253004,0.56,0.000107,3,0.495,-9.62,1,0.0268,72.238,4,0.391,52,disco
6749,2GuIRSthEpYN5MO6PGD7Vx,Dorothy,Polo & Pan,Dorothy,21-09-2014,0.0245,0.803,316372,0.427,0.405,8,0.0953,-10.819,1,0.0509,118.008,4,0.439,59,disco
6750,1As4KC3YYpu89aBt7EqL2m,Call on Me,Eric Prydz,Call On Me (Remixes),13-09-2004,0.00212,0.643,454440,0.793,0.103,8,0.458,-8.944,0,0.326,126.32,4,0.198,58,disco
6751,6cdH1UdTjfulCpzjnzjs04,All This Love - Single Version,Various Artists,Motown: The Complete No. 1's,01-01-2008,0.156,0.489,250840,0.583,5.23E-06,5,0.0769,-7.307,0,0.0327,187.143,4,0.408,43,disco
6752,68yqiuPVxrT9OySWFDwDDd,Shine A Light - Flight Facilities Remix,The C90s,Shine A Light,05-11-2010,0.0149,0.686,349962,0.672,0.455,0,0.074,-10.185,1,0.0475,104.996,4,0.818,50,disco
6753,5GYcaVfaFBHe2gzA6Oybgj,Me and Mrs. Jones,Various Artists,R&B: From Doo-Wop To Hip-Hop,08-10-1999,0.479,0.416,285293,0.404,0.000105,0,0.056,-14.133,0,0.0373,100.423,1,0.413,51,disco
6754,0wnJdLDUi9fkDl5nxhDlqO,Cruel Summer,Bananarama,The Greatest Hits Collection (Collector Edition),24-11-2017,0.343,0.697,215400,0.828,0.0154,1,0.271,-8.796,0,0.0266,108.367,4,0.926,51,disco
6755,7BeV8s7R68eqPelMmvp5tu,Looking For A New Love - Radio Edit,Jody Watley,20th Century Masters: The Millennium Collection: Best Of Jody Watley,01-01-2000,0.149,0.905,242400,0.604,9.24E-05,4,0.0523,-7.433,0,0.0413,109.196,4,0.899,46,disco
6756,5ovaAL9Xo7FRPRU3QZv8eS,Beauty In The Dark (Groove With You) - Mos Def,The Isley Brothers,The Isley Brothers: Taken To The Next Phase (Reconstructions),24-08-2004,0.306,0.571,354266,0.537,0.139,9,0.0923,-10,1,0.127,164.265,4,0.401,48,disco
6757,0nTwHVx5Hs7gnZeZcZQTrb,Slow Down,Loose Ends,Zagora,01-01-1986,0.213,0.735,303280,0.582,2.55E-06,11,0.0541,-11.2,0,0.0628,102.896,4,0.674,46,disco
6758,10ZCvBygZ6Gq5J8dTGivlT,Omeo,Darius,Romance,24-02-2014,0.196,0.792,210000,0.49,0.89,1,0.0706,-10.49,1,0.0485,111.985,4,0.621,53,disco
6759,0Hy5csM0LflFU0vUU9wFpj,Luv Is Not Enough,Miami Horror,Luv Is Not Enough (Remixes),27-07-2020,0.297,0.706,197894,0.541,0.00612,8,0.253,-8.089,0,0.0531,114.009,4,0.529,54,disco
6760,4hepyFFOO9I7oZCNn3T2sz,"More, More, More",Andrea True Connection,"More, More, More",01-01-2007,0.517,0.663,222613,0.792,0.000139,0,0.111,-5.476,1,0.0311,103.009,4,0.847,51,disco
6761,0LVvnJs7eOuHIkWwjWHEWF,Bernadette,Four Tops,Reach Out,01-07-1967,0.0892,0.655,181840,0.8,0,6,0.491,-8.375,1,0.029,111.195,4,0.695,49,disco
6762,6tASfEUyB7lE2r6DLzURji,Club Tropicana,Wham!,Fantastic,09-07-1983,0.0294,0.658,265600,0.714,5.70E-05,11,0.651,-9.247,1,0.0519,117.283,4,0.806,64,disco
6763,56pKxbJR1QFD8fmcqNI4R5,Pattern,Le Youth,Pattern,31-03-2022,0.0759,0.612,252058,0.741,0.000416,4,0.121,-7.002,0,0.0359,122.001,4,0.0672,53,disco
6764,50XXRUFNjs85P0MjCZ1c9X,We Don't Need Another Hero (Thunderdome),Tina Turner,Private Dancer (30th Anniversary Issue),29-05-1984,0.2,0.69,255186,0.674,0.00648,8,0.115,-5.866,0,0.047,98.85,4,0.714,59,disco
6765,5tcR6nVpY1JRDyDcK0K60f,Oh Girl,The Chi-Lites,The Ultimate Chi-Lites,2006,0.296,0.422,217520,0.486,0,0,0.108,-9.866,0,0.0282,134.587,4,0.53,50,disco
6766,1RjCsqiatsrQwQvqjecr30,You Put A Move On My Heart,Quincy Jones,Q's Jook Joint,01-01-1995,0.653,0.47,373266,0.501,0.000126,5,0.109,-7.002,1,0.0277,149.784,3,0.212,49,disco
6767,3DkqEHCCqlkknDfksHWWu0,Everybody Plays the Fool,The Main Ingredient,Everybody Plays The Fool: The Best Of The Main Ingredient,2005,0.704,0.485,202253,0.641,9.92E-05,3,0.159,-8.752,1,0.0418,168.645,4,0.855,49,disco
6768,0ZYCzeWNepsmQhr9KkZTxO,(Olivia) Lost and Turned Out,The Whispers,Headlights,01-01-1978,0.262,0.422,244226,0.521,1.11E-06,10,0.144,-9.273,0,0.0362,161.095,3,0.472,43,disco
6769,2rVxsVGLFssDfM5B9BUL0K,Love So Right,Bee Gees,Children Of The World,01-01-1976,0.345,0.575,215493,0.405,5.91E-05,4,0.645,-13.346,1,0.0279,80.983,4,0.558,55,disco
6770,6qLfdfOdfrpD1B0V67eJpy,What Kind of Fool (feat. Barry Gibb),Barbra Streisand,Guilty,23-09-1980,0.39,0.511,245640,0.245,0,2,0.401,-16.755,1,0.0396,79.88,4,0.143,55,disco
6771,6HHlyBUx4YGVE95GF0orTe,Am I Dreaming,Atlantic Starr,The Best Of Atlantic Starr,01-01-1986,0.525,0.657,336533,0.245,4.81E-05,6,0.0874,-17.119,1,0.0384,123.954,4,0.166,44,disco
6772,5dGZHkg5DMblwcT3tN6w9o,Slow Song (with Dragonette) - Paul Woolford Extended Remix,The Knocks,HISTORY (Deluxe),21-10-2022,0.000514,0.672,293210,0.697,0.106,6,0.0713,-7.617,1,0.0386,124.99,4,0.829,30,disco
6773,5e8YsXaQTNlF95yAIPqqyV,Slow Song (with Dragonette) - Strange Talk Remix,The Knocks,HISTORY (Deluxe),21-10-2022,0.0118,0.652,281840,0.827,0.191,3,0.111,-7.111,0,0.036,124.997,4,0.762,28,disco
6774,6wmtEikDlY2JbV0nlrscxy,Greatest Love - Edit,Dj Streaks,Greatest Love,10-07-2020,0.268,0.691,230551,0.659,0.883,10,0.108,-11.817,1,0.0439,127.015,4,0.743,54,disco
6775,0iifjjuozo6r5fh2GWI6Pq,Will It Go Round In Circles,Billy Preston,Music Is My Life,08-10-1972,0.484,0.688,267000,0.954,0.000688,1,0.259,-3.767,1,0.0323,98.111,4,0.89,48,disco
6776,7yAslROTLRHGwuiLBpdErT,It's My House,Diana Ross,The Boss (Expanded Edition),23-05-1979,0.29,0.762,274560,0.67,6.42E-06,5,0.0783,-5.862,1,0.0717,99.473,4,0.87,53,disco
6777,6wn2nmFn3wDuiMldRiuRuL,Last Christmas - Remastered,George Michael,Twenty Five,11-11-2006,0.262,0.757,267160,0.618,0,11,0.221,-7.964,0,0.0282,106.856,4,0.861,59,disco
6778,5cAGsX0EzCqKuQr7nui6T7,Walk Away From Love,David Ruffin,Who I Am,14-10-1975,0.248,0.62,328920,0.804,1.07E-05,10,0.213,-7.606,1,0.0937,102.265,4,0.776,47,disco
6779,1fCAhwied2lrptfSRHczm1,Slow Song (with Dragonette) - St. Lucia Remix,The Knocks,HISTORY (Deluxe),21-10-2022,0.0688,0.656,359202,0.803,0.85,6,0.0398,-6.705,1,0.031,125.984,4,0.892,4,disco
6780,0pKhawRu6D5RYTaINzrozu,So I Can Love You,The Emotions,So I Can Love You / Untouched,1969,0.176,0.653,169733,0.304,0,5,0.251,-15.421,1,0.0318,83.784,4,0.927,47,disco
6781,0WBoGdKqK3Hlzt65o5vQqA,I'm Coming Out,Various Artists,Workout Hits 2023,11-10-2022,0.182,0.741,325266,0.92,0.122,5,0.0903,-4.457,1,0.0516,110.141,4,0.739,1,disco
6782,5Z3zDee9HvKhDYVWBHTQog,Real Love,Skyy,Start Of A Romance,1989,0.578,0.674,314546,0.451,0.000698,11,0.0865,-11.831,0,0.0304,135.435,4,0.67,43,disco
6783,4wbLjB5aj0Q8L36U5Tl3rM,Rasputin,Boney M.,The Essential Boney M.,27-08-2012,0.0799,0.767,266186,0.827,0.000689,6,0.111,-7.981,0,0.0349,126.518,4,0.972,50,disco
6784,00snuSKTpZuqOcxyqNjXoZ,Ecstasy,Ohio Players,Ecstasy,26-09-1973,0.2,0.658,149226,0.633,0.00261,7,0.11,-9.374,1,0.0536,101.057,4,0.936,45,disco
6785,2RU67aiaESQ7t9D1xUJqBu,I Want Your Attention,Moon Boots,First Landing,04-08-2017,0.0178,0.806,286726,0.608,0.314,11,0.13,-7.57,0,0.0496,122,4,0.561,50,disco
6786,5wQ4djiNq19XCQY7Z00uG0,Call Me,Skyy,Skyy Line,01-01-1981,0.00297,0.794,382333,0.636,0.0141,2,0.0753,-8.698,1,0.0756,121.213,4,0.847,45,disco
6787,6a44RET0b0enJMb5PVQlr8,Can't Let Go,"Earth, Wind & Fire",I Am,1979-06,0.144,0.649,208693,0.794,0.000297,6,0.072,-9.46,1,0.0353,127.792,4,0.966,51,disco
6788,2ht21Rlf8L6cPLBkYmhpcs,"Oh, What A Night",The Dells,"Oh, What A Night! / The Great Ballads",01-01-1998,0.103,0.5,247266,0.543,0,8,0.0748,-7.354,1,0.0341,106.291,3,0.597,47,disco
6789,6xXEw4y39shgIp6pacKQFH,Make Luv,Room 5,Music & You,24-11-2003,0.0111,0.883,212413,0.887,0.63,1,0.0367,-4.92,1,0.116,124.814,4,0.648,59,disco
6790,0HlSPkpyZrgluk5EzAVLmJ,Summer Moonlight - Club Mix,Various Artists,"Swanky Club House, Vol. 1",21-10-2022,0.00684,0.693,360224,0.834,2.37E-05,10,0.838,-4.799,1,0.124,127.998,4,0.332,0,disco
6791,2QaTacWkV0bC68QYNCI3k6,I'll Tumble 4 Ya,Culture Club,Kissing To Be Clever,01-09-1982,0.249,0.825,156173,0.759,0,7,0.348,-13.983,1,0.0769,112.611,4,0.769,49,disco
6792,6TYR3IVgIwDK6ydc2EPEQq,Lonely Teardrops,Jackie Wilson,Lonely Teardrops,1959,0.406,0.524,166213,0.478,0,7,0.74,-8.894,1,0.118,137.133,4,0.843,51,disco
6793,5KFEJdzfYnNiDSFPfzrefl,Don't Stop The Music - 80s R&B Burn And Groove,Various Artists,Body By Jake: 80s R&B Burn And Groove (BPM 96-132),01-01-2012,0.0468,0.756,220466,0.715,0.047,8,0.0982,-10.414,0,0.0736,99.09,4,0.86,42,disco
6794,5Mhf6GA6G6ugP2x7mnAGyY,You And I,Rick James,Come Get It! (Expanded Edition),20-04-1978,0.297,0.782,486026,0.874,0.00327,8,0.572,-6.651,0,0.0759,119.378,4,0.826,44,disco
6795,2FugBtxISbWkPCgEpUT2OQ,Love Is A House,Force M.D.'s,Touch and Go,01-01-1987,0.302,0.682,312160,0.4,2.07E-05,8,0.0805,-15.692,1,0.0282,92.101,4,0.835,46,disco
6796,7scWgaKRmbvvZa0vZOF2IQ,Nobody But Me (feat. Cold War Kids),The Knocks,HISTORY (Deluxe),21-10-2022,0.0266,0.639,224519,0.925,0.000187,0,0.721,-2.884,1,0.061,110.001,4,0.652,6,disco
6797,2DzbQCo3Fs3RjeNIxImOgO,Boombox,The Knocks,HISTORY (Deluxe),21-10-2022,0.185,0.725,185094,0.794,2.17E-05,6,0.298,-4.806,1,0.0761,102.026,4,0.68,6,disco
6798,60CQQrV9usLb2QF8u94UB8,R U HIGH (feat. Mallrat),The Knocks,HISTORY (Deluxe),21-10-2022,0.0245,0.739,239456,0.628,0,8,0.266,-4.137,1,0.0703,120.944,4,0.634,8,disco
6799,04fdRmJ0ijo3bVUDxFV18w,Bodies - Tycho Remix,The Knocks,HISTORY (Deluxe),21-10-2022,0.215,0.752,289827,0.516,0.417,7,0.207,-9.497,0,0.0783,112.025,4,0.368,3,disco
6800,7Hzi9dfNaWljGfTtX8yXe1,Bang Bang (feat. Donna Missal) - Eden Prince Remix,The Knocks,HISTORY (Deluxe),21-10-2022,0.0382,0.743,184591,0.869,0.0911,4,0.0958,-6.076,1,0.0899,123.999,4,0.482,2,disco
6801,2QJFzPVeEJhYw636fA5qtg,Bang Bang (feat. Donna Missal),The Knocks,HISTORY (Deluxe),21-10-2022,0.0258,0.717,188308,0.762,0.0413,4,0.299,-7.089,1,0.0734,123.037,4,0.387,4,disco
6802,2bNIXnN04fp5CMcr2dZzd6,All About You (feat. Foster The People),The Knocks,HISTORY (Deluxe),21-10-2022,0.0518,0.645,216777,0.895,0.0843,8,0.106,-3.78,1,0.0522,102.005,4,0.549,7,disco
6803,6NJLmYB5bnDcNcEHDHleU8,Real Life (feat. Cannons),The Knocks,HISTORY (Deluxe),21-10-2022,0.014,0.692,203277,0.855,0.00402,4,0.0862,-4.141,0,0.0403,110.998,4,0.726,5,disco
6804,5K21Rw1VRXya3exIz3aVRg,Gimme Love (feat. Yoke Lore),The Knocks,HISTORY (Deluxe),21-10-2022,0.0796,0.667,223137,0.904,0.00291,0,0.308,-4.538,1,0.122,116.008,4,0.651,5,disco
6805,64RqGqGtxkhYBRkerFak6i,Bodies - Lenno Remix,The Knocks,HISTORY (Deluxe),21-10-2022,0.0883,0.777,230132,0.638,0.015,8,0.094,-5.095,0,0.0799,118.007,4,0.878,3,disco
6806,3UKpHBXUaLrs7vlHJxfpkg,Walking On Water (feat. Totally Enormous Extinct Dinosaurs),The Knocks,HISTORY (Deluxe),21-10-2022,0.399,0.768,216106,0.613,0.524,7,0.196,-7.098,0,0.133,124.956,4,0.218,8,disco
6807,2l8lyJJ7zVyz779GGcyltm,Bodies,The Knocks,HISTORY (Deluxe),21-10-2022,0.032,0.584,209293,0.599,0,11,0.0481,-4.243,1,0.0342,112.048,4,0.634,7,disco
6808,4p2Q3Y40HCNtOesCA7rbiV,Stay Gold,The Knocks,HISTORY (Deluxe),21-10-2022,0.0292,0.637,223529,0.741,0.0011,6,0.208,-4.983,0,0.0663,101.984,4,0.513,4,disco
6809,4io1FclUi1XaTZ9ehL30HT,Slow Song (with Dragonette),The Knocks,HISTORY (Deluxe),21-10-2022,0.0205,0.77,253723,0.743,0.0003,6,0.144,-3.251,1,0.0299,123.014,4,0.843,7,disco
6810,1vZ5l0HC31rY9fK94woa6y,River (feat. Parson James),The Knocks,HISTORY (Deluxe),21-10-2022,0.00937,0.679,210448,0.784,0.0013,10,0.0912,-5.514,1,0.0564,113.991,4,0.17,6,disco
6811,7EejjSh1WDrm81z0u3Fhmk,I Didn't Mean To Turn You On,Cherrelle,Fragile,01-01-1984,0.0629,0.771,423000,0.824,0.0318,9,0.787,-10.088,1,0.057,120.247,4,0.746,46,disco
6812,4DfmXFpGhYZywpdK0CQ09j,Just A Feeling - Love Thy Brother Remix,Phantoms,Just A Feeling (Love Thy Brother Remix),08-09-2017,0.432,0.74,200852,0.805,0.0185,7,0.166,-6.58,0,0.0545,110.002,4,0.582,48,disco
6813,48a5Fkqd4g5xwFjGYAhU8i,Love You Down,The Jets,Back To Back,01-01-1998,0.341,0.672,270733,0.28,0.000116,7,0.0713,-14.141,1,0.0441,130.201,4,0.242,47,disco
6814,3XrzApq8R10O6WwNwMw8t4,Silly,Deniece Williams,The Best Of Deniece Williams: Gonna Take A Miracle,12-03-1996,0.89,0.473,357360,0.241,0.00386,5,0.141,-14.872,1,0.0323,115.163,3,0.404,44,disco
6815,1PiASZMKp39IsWwiiIYgPO,Ani Kuni,Polo & Pan,Cyclorama,25-06-2021,0.204,0.662,277520,0.621,0.591,0,0.0658,-6.158,1,0.0291,120.998,4,0.0477,58,disco
6816,3KvnF95wCJkQlCxUumLEDe,"You're My Latest, My Greatest Inspiration",Teddy Pendergrass,It's Time For Love,02-09-1981,0.632,0.546,321093,0.301,0.00136,2,0.12,-13.38,1,0.0468,67.911,4,0.312,44,disco
6817,2JPhjahxid1Y6nv6keJ3q2,Blame It on the Boogie,The Jacksons,The Essential Jacksons,05-03-2004,0.073,0.76,210293,0.77,0,5,0.109,-6.797,0,0.099,113.272,4,0.895,52,disco
6818,5jLq63jMFWg0dKHnht6YI0,Think of Laura,Christopher Cross,Another Page,1983,0.822,0.645,206640,0.211,9.19E-06,11,0.138,-12.73,1,0.0257,86.121,4,0.174,59,disco
6819,0P2vAvvWni2tNXOdbH3JFk,Hazy Shade of Winter,The Bangles,The Essential Bangles,2004,0.00892,0.481,167160,0.866,0,5,0.097,-7.143,0,0.0446,150.427,4,0.426,51,disco
6820,3OGSGJCdO1nbOrByhEuDus,Skin on Skin,Franc Moody,Dream in Colour,28-02-2020,0.361,0.872,183896,0.748,0.00748,6,0.362,-5.759,1,0.0955,131.973,4,0.963,52,disco
6821,2DLtx53kRHYfouNzLKAqkG,"She's A Bad Mama Jama (She's Built, She's Stacked)",Carl Carlton,Carl Carlton (Expanded Edition),01-01-1981,0.183,0.9,349680,0.615,2.32E-05,0,0.0478,-5.533,1,0.0455,113.558,4,0.841,44,disco
6822,2lfokjWEMj3JGRoZWRpIWR,Hangin' On A String,Loose Ends,The Best Of Loose Ends,01-01-2003,0.0383,0.735,351813,0.724,0.0008,11,0.0637,-9.587,0,0.0503,104.953,4,0.861,47,disco
6823,2AVL6hxC2kgvGb3CFKiqWJ,Show Me The Way,Penguin Prison,Lost In New York,01-05-2015,0.122,0.772,226906,0.687,0.00613,2,0.14,-6.451,1,0.0438,120.017,4,0.843,48,disco
6824,2dykYf0mZG217bYkiREKEh,Love Overboard,Gladys Knight & The Pips,All Our Love,1987,0.144,0.811,326733,0.658,0.000394,3,0.0468,-11.787,0,0.0497,108.266,4,0.947,45,disco
6825,079XHGz5pinsXizxTcJUfX,Sitting In the Park,G.Q.,Two (Expanded Edition),01-01-1980,0.108,0.423,197786,0.633,0.000182,7,0.129,-10.737,1,0.0304,183.58,4,0.771,44,disco
6826,2R3GqU7JBAscpMIjFL3uzC,Brazilian Soul (feat. Sofi Tukker) - Gilligan Moss Remix,The Knocks,Brazilian Soul (feat. Sofi Tukker) [Remixes],07-12-2018,0.167,0.734,300066,0.554,0.854,11,0.083,-11.621,1,0.0427,113.001,4,0.775,50,disco
6827,42UaTVeWaNaME7ttu61ykG,Classic (feat. POWERS),The Knocks,Classic (feat. POWERS),12-08-2014,0.00474,0.63,248516,0.942,0.000744,2,0.326,-3.195,1,0.0485,101.996,4,0.543,48,disco
6828,2ydBZKZD2nr7XTd64E2AVg,Lady Love,Lou Rawls,"When You Hear Lou, You've Heard It All",01-01-1977,0.372,0.657,242386,0.673,0.000991,0,0.049,-7.685,1,0.0573,90.328,4,0.789,56,disco
6829,5a8I5duAd2jiGrmRHUZ185,Role Models,Walker & Royce,Self Help,20-10-2017,0.0282,0.705,259694,0.531,0.0132,7,0.221,-8.391,1,0.0337,125.992,4,0.143,45,disco
6830,4q2lRiodoQnyFO65watkse,TRUE,Spandau Ballet,The Twelve Inch Mixes,30-06-1986,0.307,0.738,365160,0.528,0.223,0,0.0733,-9.746,1,0.0281,97.39,4,0.415,55,disco
6831,0R7pPCjKgC8ZOEUr2E8D9B,Wet My Whistle,Midnight Star,No Parking on the Dance Floor,01-01-1983,0.0399,0.791,307816,0.713,1.86E-05,7,0.0528,-10.183,0,0.0334,113.856,4,0.962,42,disco
6832,71JkyCi11ETSz58jhgg2YE,Ebony Eyes,Rick James,Cold Blooded (Expanded Edition),05-08-1983,0.147,0.522,307640,0.536,0,2,0.123,-7.132,1,0.026,140.311,4,0.441,49,disco
6833,7xJHtECUDzwl7m54YJWEFi,Heaven Must Be Missing an Angel - Radio Edit,Tavares,Heaven Must be Missing an Angel / More Than a Woman,01-01-1994,0.00145,0.68,233880,0.576,0.0765,7,0.0551,-13.531,1,0.0343,119.591,4,0.893,57,disco
6834,5JjdJK0uGRUk4skRTuQdUZ,Private Dancer - 2015 Remaster,Tina Turner,Private Dancer (30th Anniversary Issue),29-05-1984,0.363,0.587,434373,0.572,0.0871,2,0.0915,-9.656,1,0.0413,115.466,4,0.471,58,disco
6835,4twhYPDyCP6ICeW3TtQVxP,Lovin' You,Minnie Riperton,Capitol Gold: The Best Of Minnie Riperton,01-01-1993,0.903,0.392,203506,0.213,1.01E-06,9,0.12,-12.494,1,0.0415,100.518,3,0.312,54,disco
6836,2XdScjgThpRtxtAmBHGNqQ,Unconditional Love - Larry Peace Remix,KC & The Sunshine Band,Unconditional Love,14-10-2022,0.00222,0.831,280652,0.715,0.00077,7,0.0995,-4.907,1,0.0639,129.967,4,0.924,2,disco
6837,78jGhAGQV62kB1a1VMi8Hz,Unconditional Love - Eric Kupper Dub,KC & The Sunshine Band,Unconditional Love,14-10-2022,0.000206,0.601,376440,0.9,0.591,7,0.0584,-6.333,1,0.0364,125.001,4,0.669,3,disco
6838,3RiRFyvasDtAv8n0AQUKFG,Feel My Needs - Purple Disco Machine Remix,WEISS,Feel My Needs (Purple Disco Machine Remix),17-08-2018,0.0127,0.707,230163,0.896,0.859,3,0.0182,-5.157,0,0.0538,122.011,4,0.903,60,disco
6839,3C2B1j4sOXOw1uoADrBiRH,I'm Going Down,Rose Royce,Car Wash,01-01-1976,0.712,0.623,216773,0.103,0.000177,0,0.109,-15.008,1,0.0393,92.257,3,0.319,45,disco
6840,4aLQ6VBFJl7i8msvDOjIsp,(You're Puttin') A Rush On Me,Stephanie Mills,If I Were Your Woman,01-01-1987,0.025,0.751,352933,0.603,0.00836,4,0.0537,-11.129,0,0.0549,101.936,4,0.474,44,disco
6841,0JB6XDnV6U6M9U6j4VotoH,People Make The World Go Round,The Stylistics,The Best Of The Stylistics and More 30th Anniversary Edition,1975,0.656,0.72,211560,0.489,2.32E-06,4,0.357,-9.157,0,0.0544,83.127,4,0.777,44,disco
6842,7pF4GkbY0WVpfr8TW4epFN,You're the Song (That I Can't Stop Singing),Frankie Valli,Valli,1976,0.409,0.596,167373,0.631,2.02E-06,2,0.303,-8.944,1,0.131,160.077,4,0.658,49,disco
6843,7sPLPOIORz3sLE2oNbpndr,Lady,The Whispers,The Whispers: Greatest Hits,1987,0.353,0.495,307506,0.393,3.42E-05,9,0.138,-8.634,0,0.0593,67.953,4,0.71,42,disco
6844,11JLVxQDarRb01eCqC4TaU,Spell - Poolside Remix,Satin Jackets,Spell (Poolside Remix),07-10-2022,0.2,0.728,242278,0.565,0.024,2,0.112,-8.607,0,0.038,96.997,4,0.385,49,disco
6845,26haJjtanhamtf25RXH0MO,All Stars,Martin Solveig,All Stars,16-06-2017,0.17,0.775,170322,0.723,0.000672,10,0.0579,-3.479,0,0.0486,124.05,4,0.604,65,disco
6846,1xZOYV0Z6i7z0nAnyL1zmT,Out The Fire (At The Hotel) - Radio Edit,Franky Rizardo,Out The Fire (At The Hotel),18-06-2021,0.15,0.849,214687,0.912,5.92E-05,11,0.198,-6.364,0,0.321,128.03,4,0.541,57,disco
6847,5f22DmcDGpsaG5RbUzVRow,I Will Survive - Extended Version,Gloria Gaynor,Love Tracks (Deluxe Edition),27-11-1978,0.00755,0.777,481813,0.736,0.0136,0,0.302,-10.082,1,0.037,116.375,4,0.835,52,disco
