Accousticness,Album Name,Artist Name,Dancebility,Energy,Genre,Instrumentalness,Key,Liveliness,Loudness,Mode,Popularity,Release Date,Sno,Song Duration,Song ID,Song Name,Speechiness,Tempo,Time Signature,Valence,Happy_score
0.00264,Orange,Landon Cube,0.668,0.719,sad,0.0,7,0.103,-6.027,1,47,28-06-2019,16976,214173,0rFDIIprLl60EJGNiICPDq,17,0.0379,147.922,4,0.315,0.2797602060341
0.353,Panic!,Khantrast,0.678,0.575,sad,0.0,0,0.318,-7.853,0,48,25-06-2022,16977,179224,7mZGLnphzny07bVaaDKDa4,Panic!,0.0606,77.004,4,0.629,0.0025866335273526664
0.369,i'm sad,eli.,0.899,0.259,sad,0.0741,5,0.103,-8.266,1,52,14-11-2017,16978,264000,76cQg9zKImVOYRz6sU6xvw,i'm sad,0.0638,119.948,4,0.384,4.93137010504352e-05
0.154,Addict,Pardyalone,0.72,0.411,sad,0.0,5,0.0645,-8.867,0,47,30-07-2021,16979,138215,2TDvoxgcdtrV5f2Ylqn9fR,Addict,0.229,130.904,4,0.672,0.0006575079429010922
0.753,I Won't Wake up This Time,BRAMANE,0.509,0.466,sad,0.973,10,0.0983,-14.996,0,55,24-05-2022,16980,193044,6ewXjgNwJy2Dhc4mvVMbfj,I Won't Wake up This Time (Freaks),0.0378,138.486,4,0.26,0.21590091607805484
0.822,some boring love stories pt 5,Powfu,0.387,0.375,sad,0.000154,3,0.109,-9.172,1,49,20-11-2020,16981,140719,2h0FPaYBXNaBNh50W8m3Hc,stay4ever (feat. Mounika.),0.273,73.045,4,0.418,9.986958466845497e-05
0.00682,Voices in My Head,7ru7h,0.644,0.65,sad,0.0,5,0.266,-6.883,0,47,05-09-2019,16982,188395,7baEUeWH11kelwobfJrL8I,Voices in My Head,0.0595,150.004,4,0.557,0.13584247430397256
0.515,Life Without Heartbreak,Lil Loski,0.66,0.491,sad,0.0,9,0.0932,-8.845,1,49,12-02-2019,16983,162448,2pLPUx9oQfg8L5sAEPDGBp,Fiji (Bonus Track),0.111,168.959,4,0.338,0.000987263612992284
0.305,At Least I Tried,Ryan Caraveo,0.75,0.636,sad,0.0043,1,0.0621,-8.473,1,47,12-02-2018,16984,185142,5FFVCYuBDztqDMWDrqAJAo,Ghost,0.0675,139.983,4,0.33,0.009115607794022429
0.056,Rx Luv,Lund,0.672,0.722,sad,3.23e-05,8,0.0946,-1.876,0,47,22-10-2016,16985,218461,31H8QT4djW6aHoLOaKHddk,Rx Luv,0.0306,155.953,4,0.621,0.18997359359569888
0.0496,Maybe They Were Wrong,Ryan Caraveo,0.824,0.611,sad,0.0,1,0.33,-7.728,1,46,01-12-2016,16986,210608,7j1Ar5aANXKwOdlCXoaqOK,Perfect World,0.183,115.027,4,0.536,0.015919521662544178
0.858,Lost / Found,Nohidea,0.676,0.551,sad,3.46e-05,7,0.107,-13.088,1,49,27-03-2020,16987,102427,6govoZCPjRcTCIf2kzevQd,defeated,0.551,131.36,1,0.381,0.0001779176850588149
0.717,721,Yxngxr1,0.903,0.48,sad,0.0,8,0.106,-8.34,1,50,28-04-2019,16988,176722,1QC0kBXdJJZskViUhhpFSg,721,0.108,98.022,4,0.673,3.986519916032716e-05
0.0484,Rage,2gaudy,0.745,0.505,sad,0.0,7,0.0708,-9.779,1,49,03-08-2020,16989,205509,2ZsldeTfZuAUHBXAKLWCdy,Rage,0.0767,116.969,4,0.496,0.0035315071712828106
0.897,I Think You Left Your Scarf,Kochetkovv,0.613,0.142,sad,0.93,9,0.109,-21.628,0,52,05-03-2021,16990,130909,3H6D0q6pvzaLyqaMLWGR69,I Think You Left Your Scarf,0.0426,76.995,4,0.0355,0.0006932324058392947
0.567,drinking under the streetlights,Powfu,0.57,0.572,sad,0.0,0,0.422,-6.439,1,48,04-06-2021,16991,168965,7LBwwQJZChGm4904z8ZXgU,future diary (feat. Jomie & Skinny Atlas),0.0324,86.993,4,0.671,0.0022187833019339243
0.873,age tape 4,Arden Jones,0.769,0.459,sad,0.0,4,0.0992,-6.303,0,46,05-05-2022,16992,148163,3tGZ1ZisuqmH5kGefVUjpj,la di da - extended,0.105,98.26,4,0.392,3.864749556481417e-05
0.328,age tape 8,Arden Jones,0.438,0.803,sad,0.0,9,0.199,-2.046,0,46,01-09-2022,16993,157700,0h5Innkvh3YUVePcElZjL6,gold plated,0.222,74.819,3,0.453,0.19202262068346088
0.013,CROWN,DIRTYXAN,0.931,0.53,sad,0.0,11,0.105,-15.042,0,48,21-01-2022,16994,111233,712GtX9zzVa02hfTwKA1Ff,CROWN,0.43,126.689,4,0.827,0.0014201997447595982
0.977,Goodbye to a world,Dendipappey,0.657,0.209,sad,0.938,7,0.0984,-12.067,1,51,05-09-2020,16995,192078,1nsSTfcy0hjSf5TQ7m5kD4,Goodbye to a world,0.0971,220.039,4,0.511,0.0025039426422001076
0.391,Kingdom,Curly J,0.812,0.63,sad,0.0,5,0.152,-4.328,1,50,05-03-2021,16996,126857,0qOWsVWTSQKRXOeFPb4S3n,No Hoodie,0.144,139.98,4,0.947,0.002536263601664923
0.231,INDXGO,Xuitcasecity,0.791,0.844,sad,0.0,1,0.375,-3.467,1,47,08-08-2017,16997,184993,1q46sflIqMIqAeFipqSGEp,Bout You,0.107,112.512,4,0.705,0.16376976432805956
0.529,Twin Flame,Shady Moon,0.881,0.599,sad,0.0,1,0.182,-7.066,1,47,11-02-2021,16998,114681,7pWGDMO7WZMhjlFZ7kkp6C,Twin Flame,0.396,92.085,4,0.599,0.0003636369913648796
0.708,Forgotten,Ollie,0.748,0.308,sad,0.0,10,0.116,-11.162,0,48,11-02-2022,16999,169230,3F5Yo1uPPsVwd7uuvIJC2z,Forgotten,0.37,155.87,4,0.465,2.826227638141887e-05
0.0826,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",OneRepublic,0.704,0.797,rock,0.000745,0,0.0546,-5.927,1,96,13-05-2022,14000,148485,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,0.0475,139.994,4,0.825,0.18745133531198088
0.0495,I Love You.,The Neighbourhood,0.612,0.807,rock,0.0177,10,0.101,-2.81,1,92,19-04-2013,14001,240400,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,0.0336,124.053,4,0.398,0.5368421079076591
0.00237,Favourite Worst Nightmare (Standard Version),Arctic Monkeys,0.52,0.852,rock,5.79e-05,0,0.0733,-5.866,1,82,24-04-2007,14002,253586,58ge6dfP91o9oXMzq3XkIS,505,0.0543,140.267,4,0.234,0.8599150841774238
0.659,Hounds of Love (2018 Remaster),Kate Bush,0.625,0.533,rock,0.00266,10,0.0546,-11.903,0,85,16-09-1985,14003,300840,29d0nY7TzCoi22XBqDQkiP,Running Up That Hill (A Deal With God) - 2018 Remaster,0.0596,108.296,4,0.139,0.0005012798522815443
0.00121,Hot Fuss,The Killers,0.352,0.911,rock,0.0,1,0.0995,-5.23,1,86,2004,14004,222973,003vvx7Niy0yvhvHt4a68B,Mr. Brightside,0.0747,148.033,4,0.236,0.9792776816146422
0.013,Chit Chat,Beach Weather,0.572,0.839,rock,0.00976,4,0.522,-5.083,0,89,04-11-2016,14005,196784,7DbdUf8aHSYoliSjO6LZv6,"Sex, Drugs, Etc.",0.0377,143.969,4,0.465,0.8914398237911881
0.136,AM,Arctic Monkeys,0.464,0.417,rock,0.022,0,0.0974,-9.345,0,91,09-09-2013,14006,183956,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,0.0256,67.528,4,0.479,0.002339892396019949
0.124,Stereotype,Cole Swindell,0.607,0.912,rock,0.0,8,0.332,-3.449,1,82,08-04-2022,14007,206106,200x8ONbPfFzByUr3fVz46,She Had Me At Heads Carolina,0.0611,134.944,4,0.722,0.7804299666247413
0.0746,Hold Me Closer,Elton John,0.667,0.75,rock,0.000198,0,0.197,-4.602,1,89,26-08-2022,14008,202245,72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,0.0906,126.041,4,0.486,0.2131201386476813
0.000235,Seven Inches Of Satanic Panic,Ghost,0.466,0.9,rock,0.00104,11,0.103,-4.469,1,88,13-09-2019,14009,244804,2HZLXBOnaSRhXStMLrq9fD,Mary On A Cross,0.0447,130.02,4,0.561,0.9083078922857966
0.116,OK ORCHESTRA,AJR,0.68,0.696,rock,0.0,5,0.607,-6.977,1,78,26-03-2021,14010,180742,3jHBgKdLCf46aP3HRI0WYv,World's Smallest Violin,0.051,115.962,4,0.684,0.13036564820686747
5.99e-05,The Colour And The Shape,Foo Fighters,0.413,0.881,rock,0.000308,11,0.0805,-5.541,0,83,20-05-1997,14011,250546,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,0.0367,158.066,4,0.364,0.952076725655775
0.0678,Wiped Out!,The Neighbourhood,0.588,0.521,rock,0.149,10,0.123,-9.461,1,87,30-10-2015,14012,260173,5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,0.0329,85.012,4,0.337,0.02381461323424705
0.0644,Rumours (Super Deluxe),Fleetwood Mac,0.828,0.492,rock,0.00428,0,0.128,-9.744,1,83,04-02-1977,14013,257800,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,0.0276,120.151,4,0.789,0.0016603536065538105
0.0206,Bones,Imagine Dragons,0.773,0.742,rock,0.0,5,0.0754,-3.678,0,89,11-03-2022,14014,165264,0HqZX76SFLDz2aW8aiqi7G,Bones,0.046,114.071,4,0.571,0.09934174866872914
0.0483,AM,Arctic Monkeys,0.691,0.631,rock,1.13e-05,2,0.104,-6.478,1,87,09-09-2013,14015,161123,086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,0.0368,92.004,4,0.8,0.01645182694337821
0.0807,Melophobia,Cage The Elephant,0.636,0.676,rock,0.0,2,0.0831,-3.442,1,79,08-10-2013,14016,208760,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,0.0263,113.98,4,0.273,0.09599766526208664
2.55e-05,Nevermind (Remastered),Nirvana,0.502,0.912,rock,0.000173,1,0.106,-4.556,1,79,26-09-1991,14017,301920,5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,0.0564,116.761,4,0.72,0.855993822159649
0.0484,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,0.575,0.568,rock,0.000417,9,0.286,-5.509,0,86,02-11-2018,14018,206280,2K7xn816oNHJZ0aVqdQsha,Softcore,0.03,93.986,4,0.37,0.034184783697778
0.00301,Picture Show,Neon Trees,0.471,0.924,rock,0.0,8,0.313,-3.906,1,79,01-01-2012,14019,177280,2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,0.0586,154.961,4,0.725,0.9611763948659545
0.186,AM,Arctic Monkeys,0.548,0.532,rock,0.000263,5,0.217,-7.596,1,88,09-09-2013,14020,272394,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,0.0323,85.03,4,0.405,0.007912274101921746
0.0371,Bleed American,Jimmy Eat World,0.643,0.849,rock,0.0,2,0.058,-5.428,1,80,17-07-2001,14021,165853,6GG73Jik4jUlQCkKg9JuGO,The Middle,0.0526,162.152,4,0.903,0.5324207108686847
0.0039,Elephant,The White Stripes,0.743,0.446,rock,0.118,4,0.337,-7.807,0,84,01-04-2003,14022,232106,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,0.0683,123.596,4,0.278,0.013203835475404158
0.0097,Pablo Honey,Radiohead,0.515,0.43,rock,0.000133,7,0.129,-9.935,1,85,22-02-1993,14023,238640,70LcF31zb1H0PyJoS1Sx1r,Creep,0.0372,91.844,4,0.104,0.00714417126881417
0.0901,Appetite For Destruction,Guns N' Roses,0.446,0.952,rock,0.0857,6,0.112,-5.321,1,78,21-07-1987,14024,356066,7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,0.0523,125.303,4,0.624,0.9548296003921866
0.186,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,0.551,0.881,rock,0.0791,7,0.152,-6.099,0,82,02-11-2018,14025,153000,7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,0.0542,88.036,4,0.387,0.6561466035152974
0.0654,Native,OneRepublic,0.664,0.705,rock,0.0,1,0.115,-4.972,0,78,01-01-2014,14026,257839,6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,0.0382,122.017,4,0.477,0.11024751463030669
0.201,Willy And The Poor Boys (Expanded Edition),Creedence Clearwater Revival,0.64,0.663,rock,0.00806,0,0.152,-7.516,1,82,02-11-1969,14027,140773,4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,0.0374,132.77,4,0.663,0.033863834766943324
0.127,Escape (Bonus Track Version),Journey,0.5,0.748,rock,0.0,4,0.447,-9.072,1,83,1981,14028,250986,4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',0.0363,118.852,4,0.514,0.41054709223868513
0.00277,Metallica (Remastered),Metallica,0.566,0.834,rock,0.008,6,0.0625,-8.412,0,76,12-08-1991,14029,331560,3VqHuw0wFlIHcIPWkhIbdQ,Enter Sandman (Remastered),0.0298,123.296,4,0.621,0.5806754606683004
0.431,Dream Your Life Away (Special Edition),Vance Joy,0.484,0.731,rock,0.0,1,0.151,-6.694,1,80,09-09-2014,14030,204280,3JvrhDOgAt6p7K8mDyZwRd,Riptide,0.0379,101.654,4,0.51,0.04271091505099889
0.00574,Hotel California (2013 Remaster),Eagles,0.579,0.508,rock,0.000494,2,0.0575,-9.484,1,84,08-12-1976,14031,391376,40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,0.027,147.125,4,0.609,0.015648738725848932
0.00067,Master of Puppets (Remastered Deluxe Box Set),Metallica,0.539,0.828,rock,0.421,4,0.154,-9.108,0,76,03-03-1986,14032,515386,54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),0.035,105.25,4,0.562,0.9676467510080891
0.0622,Evolve,Imagine Dragons,0.776,0.78,rock,0.0,10,0.081,-4.374,0,88,23-06-2017,14033,204346,0pqnGHJpmpxLKifKRmU6WP,Believer,0.128,124.949,4,0.666,0.12237034200008823
0.00847,Never Trust a Happy Song,Grouplove,0.56,0.936,rock,0.0,3,0.161,-5.835,1,79,02-09-2011,14034,218013,0GO8y8jQk1PkHzS31d699N,Tongue Tied,0.0439,112.96,4,0.371,0.9124868106691181
0.0807,Gawk,Vundabar,0.467,0.757,rock,0.908,3,0.0876,-5.093,1,82,24-07-2015,14035,155933,11iIikXxC6NP0Ma8vMD27x,Alien Blues,0.033,82.282,4,0.433,0.9956654034033234
0.000147,The Razors Edge,AC/DC,0.502,0.89,rock,0.0117,4,0.217,-5.175,1,83,24-09-1990,14036,292880,57bgtoPSgt236HzfBOd8kj,Thunderstruck,0.0364,133.52,4,0.259,0.9432638411469914
0.00543,Dopamine,BØRNS,0.611,0.797,rock,0.00137,6,0.26,-7.627,0,81,16-10-2015,14037,218106,2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,0.0533,120.041,4,0.518,0.5112206020027905
0.011,Back In Black,AC/DC,0.31,0.7,rock,0.00965,9,0.0828,-5.678,1,84,25-07-1980,14038,255493,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,0.047,188.386,4,0.763,0.6837352344210361
0.145,Torches,Foster The People,0.733,0.71,rock,0.115,5,0.0956,-5.849,0,83,23-05-2011,14039,239600,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,0.0292,127.975,4,0.965,0.06861987597356911
0.009,Rumours (Super Deluxe),Fleetwood Mac,0.545,0.67,rock,0.000822,9,0.0451,-8.81,1,80,04-02-1977,14040,270213,5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,0.0496,151.553,4,0.481,0.18915848382946654
0.185,Blowin' Your Mind!,Van Morrison,0.491,0.583,rock,0.0,7,0.406,-10.964,1,79,1967-09,14041,183306,3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,0.0376,150.566,4,0.908,0.04193079159965507
0.00701,TALKING IS HARD,WALK THE MOON,0.578,0.866,rock,0.0,1,0.257,-3.804,1,83,02-12-2014,14042,199080,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,0.0619,128.038,4,0.619,0.7914479268180445
0.257,Toto IV,TOTO,0.671,0.373,rock,8.01e-05,9,0.0481,-18.064,1,83,08-04-1982,14043,295893,2374M0fQpWi3dLnB54qaLX,Africa,0.0323,92.718,4,0.732,0.00028109286228095165
0.19,Night Visions,Imagine Dragons,0.505,0.71,rock,0.00025,3,0.329,-3.015,1,75,04-09-2012,14044,175200,3LlAyCYU26dvFZBDUIMb7a,Demons,0.0321,89.938,4,0.428,0.15855824326036883
0.061,Highway to Hell,AC/DC,0.574,0.913,rock,0.00158,6,0.156,-4.793,0,84,27-07-1979,14045,208400,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,0.133,115.728,4,0.423,0.8213248354891055
0.00016,Nevermind (Remastered),Nirvana,0.5,0.824,rock,0.00161,4,0.0916,-5.846,0,76,26-09-1991,14046,218920,4P5KoWXOxwuobLmHXLMobV,Come As You Are,0.0388,120.125,4,0.539,0.6869181909863664
0.0462,Blurryface,Twenty One Pilots,0.734,0.637,rock,2.29e-05,4,0.0602,-5.677,0,85,15-05-2015,14047,202333,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,0.141,169.977,4,0.648,0.04359949226016102
0.0102,Little Dark Age,MGMT,0.705,0.712,rock,0.000855,6,0.1,-6.156,1,83,09-02-2018,14048,299960,2Y0iGXY6m6immVb2ktbseM,Little Dark Age,0.0385,97.512,4,0.62,0.07336926714962855
0.237,Enemy (with JID) [from the series Arcane League of Legends],Imagine Dragons,0.728,0.783,rock,0.0,11,0.434,-4.424,0,86,28-10-2021,14049,173381,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,0.266,77.011,4,0.555,0.07467109536912542
0.0387,More Than Just a Dream (Deluxe Edition),Fitz and The Tantrums,0.545,0.968,rock,0.00325,9,0.331,-3.553,0,74,07-05-2013,14050,209386,2AYEOC02WLhUiOoaig2SEH,Out of My League,0.0853,169.965,4,0.527,0.9786524588467259
0.181,Second Helping (Expanded Edition),Lynyrd Skynyrd,0.596,0.605,rock,0.000331,7,0.0863,-12.145,1,81,15-04-1974,14051,283800,7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,0.0255,97.798,4,0.886,0.007903931339565684
0.652,Out of the Blue,Electric Light Orchestra,0.388,0.338,rock,3.73e-06,10,0.248,-10.054,1,80,1977,14052,303373,2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,0.0329,177.765,4,0.478,0.00044260865427303564
0.00272,Death of a Bachelor,Panic! At The Disco,0.506,0.817,rock,0.0,11,0.0486,-5.051,0,85,15-01-2016,14053,208706,2DgdHcjWmO3qd50RzuBLgZ,House of Memories,0.0335,109.952,4,0.506,0.6123672369284519
0.356,Too Low For Zero,Elton John,0.504,0.904,rock,0.121,6,0.14,-6.863,1,84,30-05-1983,14054,183440,1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,0.179,176.808,4,0.772,0.7607822887601476
0.00671,Evolve,Imagine Dragons,0.605,0.822,rock,0.134,0,0.147,-4.833,1,84,23-06-2017,14055,187146,1zB4vmk8tFRmM9UULNzbLB,Thunder,0.0438,167.997,4,0.288,0.9157124740800457
0.883,Fleetwood Mac,Fleetwood Mac,0.414,0.161,rock,0.000223,7,0.117,-22.32,0,77,11-07-1975,14056,199493,5ihS6UUlyQAfmp48eSkxuQ,Landslide,0.0318,159.375,4,0.423,2.873655337687353e-05
0.0339,Abbey Road (Remastered),The Beatles,0.557,0.54,rock,0.00248,9,0.179,-10.484,1,82,26-09-1969,14057,185733,6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,0.0347,129.171,4,0.394,0.03022254710988226
0.0586,Green River (Expanded Edition),Creedence Clearwater Revival,0.508,0.774,rock,4.87e-06,2,0.063,-5.973,1,80,03-08-1969,14058,141600,20OFwXhEXf12DzwXmaV7fj,Bad Moon Rising,0.0321,178.946,4,0.942,0.4789289787152855
0.00172,Only By The Night,Kings of Leon,0.542,0.905,rock,0.0104,9,0.136,-5.653,1,81,23-09-2008,14059,203346,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,0.054,153.398,4,0.374,0.9352759655021112
0.00579,From Under The Cork Tree,Fall Out Boy,0.494,0.842,rock,0.0,7,0.122,-4.784,1,78,03-05-2005,14060,229093,2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",0.0843,162.011,4,0.574,0.8461402252951629
0.0778,Slippery When Wet,Bon Jovi,0.532,0.887,rock,0.000214,0,0.294,-3.757,1,85,16-08-1986,14061,249293,37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,0.0335,122.511,4,0.795,0.7740587573181951
0.343,Eagles (2013 Remaster),Eagles,0.575,0.67,rock,4.95e-06,7,0.129,-10.39,1,77,1972,14062,211577,4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,0.0318,139.191,4,0.74,0.020147749164505013
0.0794,Hopes And Fears,Keane,0.453,0.655,rock,7.61e-06,9,0.0849,-4.22,1,76,01-01-2004,14063,236160,0ll8uFnc0nANY35E0Lfxvg,Somewhere Only We Know,0.0259,172.012,4,0.368,0.3192077068983995
0.0884,Looking Out for You,Joy Again,0.682,0.9,rock,0.063,9,0.0685,-5.028,1,79,15-01-2016,14064,179499,3jfZ9M23l0L7RxzYMTgBTv,Looking Out for You,0.0874,100.721,4,0.937,0.4579563329270012
0.388,Aerosmith,Aerosmith,0.307,0.433,rock,9.08e-05,1,0.332,-10.057,1,82,05-01-1973,14065,266960,5MxNLUsfh7uzROypsoO5qe,Dream On,0.029,160.9,4,0.224,0.010858496661838246
0.00125,Dizzy up the Girl,The Goo Goo Dolls,0.315,0.715,rock,7.97e-06,11,0.0942,-8.072,0,83,11-09-1998,14066,289533,6Qyc6fS4DsZjB2mRW9DsQs,Iris,0.0362,155.925,3,0.497,0.6884409138841953
0.0664,Pendulum (Expanded Edition),Creedence Clearwater Revival,0.741,0.697,rock,2.28e-05,0,0.133,-7.028,1,83,07-12-1970,14067,160133,2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,0.0277,116.109,4,0.774,0.04164395329221526
0.0472,Jazz (Deluxe Remastered Version),Queen,0.563,0.865,rock,0.000191,5,0.77,-5.277,1,73,10-11-1978,14068,209413,7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,0.16,156.271,4,0.601,0.9378327955931838
0.0941,What Do You Think About the Car?,Declan McKenna,0.687,0.617,rock,1.27e-05,4,0.0898,-5.213,1,79,21-07-2017,14069,252306,4sNG6zQBmtq7M8aeeKJRMQ,Brazil,0.0287,121.079,4,0.665,0.01901141405070128
0.00088,Boston,Boston,0.377,0.681,rock,0.0023,7,0.0504,-8.039,1,78,1976,14070,285133,1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,0.0298,108.789,4,0.285,0.37036400444696593
0.00737,Weezer,Weezer,0.634,0.551,rock,1.82e-05,3,0.07,-7.136,1,76,10-05-1994,14071,258826,6VoIBz0VhCyz7OdEoRYDiA,Say It Ain't So,0.0352,151.779,4,0.453,0.029725956531178377
0.0807,A Fever You Can't Sweat Out,Panic! At The Disco,0.569,0.83,rock,0.0,9,0.114,-4.106,0,74,27-09-2005,14072,186634,4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies,0.14,170.094,4,0.609,0.6616778012468701
0.0576,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,0.559,0.345,rock,0.000105,4,0.141,-13.496,1,82,24-09-1991,14073,264306,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,0.0459,84.581,4,0.458,0.0010123455212355248
0.00719,Weezer (Green Album),Weezer,0.654,0.81,rock,0.00251,4,0.165,-6.26,0,78,15-05-2001,14074,200306,2MLHyLy5z5l5YRp7momlgw,Island In The Sun,0.0288,114.623,4,0.661,0.3857905508044809
0.288,A Night At The Opera (Deluxe Remastered Version),Queen,0.392,0.402,rock,0.0,0,0.243,-9.961,0,73,21-11-1975,14075,354320,7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - Remastered 2011,0.0536,143.883,4,0.228,0.0047944572744578196
0.0029,Agents Of Fortune,Blue Öyster Cult,0.333,0.927,rock,0.000208,9,0.297,-8.55,0,76,1976,14076,308120,5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,0.0733,141.466,4,0.385,0.9847399195156082
0.408,Blizzard Of Ozz (40th Anniversary Expanded Edition),Ozzy Osbourne,0.454,0.913,rock,0.000271,9,0.248,-4.008,1,78,18-09-2020,14077,293183,7ACxUo21jtTHzy7ZEV56vU,Crazy Train,0.107,137.688,4,0.521,0.644653109904066
0.432,Honky Chateau,Elton John,0.601,0.532,rock,6.25e-06,10,0.0925,-9.119,1,81,19-05-1972,14078,281613,3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",0.0286,136.571,4,0.341,0.002454145870392388
0.0195,Appetite For Destruction,Guns N' Roses,0.453,0.987,rock,0.283,8,0.268,-4.485,1,74,21-07-1987,14079,273480,0G21yYKMZoHa30cYVi1iA8,Welcome To The Jungle,0.0889,123.544,4,0.316,0.9979709541739675
0.0755,Bad Blood,Bastille,0.679,0.715,rock,0.0,9,0.271,-6.383,1,73,01-01-2013,14080,214147,3gbBpTdY8lnQwqxNCcf795,Pompeii,0.0407,127.435,4,0.571,0.13845532551107465
0.0103,Enema Of The State,blink-182,0.434,0.897,rock,0.0,0,0.612,-4.918,1,82,01-06-1999,14081,167066,2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,0.0488,148.726,4,0.684,0.9743328928803733
0.645,The Foundation,Zac Brown Band,0.566,0.713,rock,0.0,6,0.114,-4.25,1,78,17-11-2008,14082,238146,0LQtEJt7x0s6knb6RKdRYc,Chicken Fried,0.0418,169.861,4,0.805,0.012701518497605369
0.00111,Dr. Feelgood (Deluxe Version),Mötley Crüe,0.465,0.977,rock,0.00298,7,0.201,-3.839,0,78,01-09-1989,14083,284026,6imjJij6aCM0IbbODUzJQn,Kickstart My Heart,0.175,89.535,4,0.233,0.9704490881905437
0.0183,OK ORCHESTRA,AJR,0.74,0.517,rock,0.0,1,0.0558,-6.233,0,73,26-03-2021,14084,170858,5FQPpxOXsvkMN6v18gtpwY,Bang!,0.0506,139.917,4,0.698,0.006133166231913734
0.0738,Pronounced' Leh-'Nerd 'Skin-'Nerd,Lynyrd Skynyrd,0.249,0.834,rock,9.48e-05,0,0.0924,-8.21,1,77,01-01-1973,14085,547106,5EWPGh7jbTNO2wakv8LjUI,Free Bird,0.0577,118.223,4,0.338,0.8946189447345482
0.00287,Back In Black,AC/DC,0.532,0.767,rock,0.000513,7,0.39,-5.509,1,81,25-07-1980,14086,210173,2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,0.0574,127.361,4,0.755,0.5517543551760762
8.74e-05,Hellbilly Deluxe,Rob Zombie,0.591,0.963,rock,0.000107,0,0.0781,-6.489,0,76,01-01-1998,14087,222826,6Nm8h73ycDG2saCnZV8poF,Dragula,0.0531,125.03,4,0.609,0.8980231683229397
0.00725,"So Wrong, It's Right",All Time Low,0.459,0.895,rock,0.0,2,0.206,-3.126,1,76,25-09-2007,14088,182826,0JJP0IS4w0fJx01EcrfkDe,"Dear Maria, Count Me In",0.0805,181.04,4,0.572,0.9624807847195102
0.212,Full Moon Fever,Tom Petty,0.623,0.449,rock,0.0,5,0.0613,-13.333,1,77,01-01-1989,14089,256000,5tVA6TkbaAH9QMITTQRrNv,Free Fallin',0.0253,84.383,4,0.572,0.0008779415464529317
