,Sno,Song ID,Song Name,Artist Name,Album Name,Release Date,Acousticness,Dancebility,Song Duration,Energy,Instrumentalness,Key,Liveliness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Popularity,Genre
14852,14852,5lN1EH25gdiqT1SFALMAq1,Gold on the Ceiling,The Black Keys,El Camino,06-12-2011,0.00772,0.505,224333,0.833,7.90E-05,0,0.069,-4.632,1,0.0475,130.121,4,0.565,70,rock
14087,14087,6Nm8h73ycDG2saCnZV8poF,Dragula,Rob Zombie,Hellbilly Deluxe,01-01-1998,8.74E-05,0.591,222826,0.963,0.000107,0,0.0781,-6.489,0,0.0531,125.03,4,0.609,76,rock
14888,14888,1lATXTBJDHwawvT1UfxWu3,The Pot,TOOL,"10,000 Days",28-04-2006,0.000148,0.469,381946,0.79,0.372,7,0.282,-6.889,1,0.0391,107.45,4,0.466,68,rock
14972,14972,2dbA4sPwu3iK72c0mA6907,Bella,Red Hot Chili Peppers,Return of the Dream Canteen,14-10-2022,0.00643,0.492,291346,0.815,2.00E-05,7,0.0875,-5.499,0,0.0487,171.379,4,0.812,67,rock
14970,14970,51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,Prince,Purple Rain,25-06-1984,0.0102,0.729,352906,0.989,4.45E-05,9,0.443,-4.613,0,0.049,126.47,4,0.84,70,rock
14636,14636,0BCy325UZyR9z0t0uxwn2N,H.O.L.Y.,Florida Georgia Line,Dig Your Roots,26-08-2016,0.401,0.523,194186,0.666,0,7,0.0728,-4.081,0,0.0327,78.077,4,0.564,70,rock
14183,14183,1I7zHEdDx8Ny5RxzYPqsU2,Reelin' In The Years,Steely Dan,Can't Buy A Thrill,01-01-1972,0.133,0.523,275466,0.758,0,2,0.0952,-9.81,1,0.0403,135.437,4,0.766,72,rock
14590,14590,0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,Bookends,03-04-1968,0.713,0.606,244026,0.457,2.53E-05,6,0.0747,-14.035,0,0.0497,92.033,4,0.813,75,rock
14403,14403,35ItUJlMtjOQW3SSiTCrrw,Crazy Little Thing Called Love - Remastered 2011,Queen,The Game (Deluxe Remastered Version),27-06-1980,0.714,0.599,163373,0.762,4.43E-06,0,0.35,-6.887,1,0.0423,76.961,4,0.715,68,rock
14466,14466,2ctvdKmETyOzPb2GiJJT53,Breathe (In the Air),Pink Floyd,The Dark Side of the Moon,01-03-1973,0.389,0.431,169534,0.373,0.728,11,0.143,-15.142,0,0.0346,128.153,4,0.253,71,rock
14185,14185,27L8sESb3KR79asDUBu8nW,Stacy's Mom,Fountains Of Wayne,Welcome Interstate Managers,01-01-2003,0.00207,0.774,197986,0.75,1.78E-05,11,0.0808,-4.927,0,0.0412,118.015,4,0.927,75,rock
14733,14733,498ZVInMGDkmmNVpSWqHiZ,May We All,Florida Georgia Line,Dig Your Roots,26-08-2016,0.0409,0.514,226173,0.918,0,7,0.342,-4.306,1,0.0365,150.033,4,0.64,69,rock
14399,14399,3AydAydLzyyZutA0375XIz,A-Punk,Vampire Weekend,Vampire Weekend,29-01-2008,0.0103,0.551,137760,0.819,0.0437,2,0.153,-4.489,1,0.0525,174.917,4,0.846,67,rock
14491,14491,40h65HAR8COEoqkMwUUQHu,Peaceful Easy Feeling - 2013 Remaster,Eagles,Eagles (2013 Remaster),1972,0.494,0.568,257962,0.634,0.00281,4,0.252,-12.336,1,0.0282,142.686,4,0.866,69,rock
7244,7244,0UCPhf8taREU3GMhFMoNKN,I'm Not Dead Yet,Mike Posner,I'm Not Dead Yet,23-09-2022,0.122,0.723,178852,0.64,5.06E-06,0,0.204,-6.006,1,0.0389,136.034,4,0.456,68,edm
7259,7259,55sgQENF3LY1sUcJUwasLl,Don’t Go (with Justin Bieber & Don Toliver),Skrillex,Don’t Go (with Justin Bieber & Don Toliver),20-08-2021,0.019,0.689,168253,0.695,0,11,0.123,-5.22,1,0.0429,75.05,4,0.359,68,edm
7207,7207,3i31Itck9EgI1vRjZxdYe9,Don't Be Shy,Various Artists,Dance Dance Dance,21-10-2022,0.198,0.77,140500,0.787,0,11,0.262,-3.748,0,0.0583,119.986,4,0.513,0,edm
7999,7999,2vw1qPBCAOfY19gZ06PVvj,Mama,Various Artists,Fiesta de disfraces vol. II,21-10-2022,0.102,0.737,184133,0.792,0,11,0.0532,-4.117,0,0.0416,104.013,4,0.543,2,edm
7404,7404,6btkdvumrTmcFzy3oFpZqS,Thief - Flux Pavilion Remix,Ookay,Thief (Flux Pavilion Remix),18-08-2017,0.041,0.55,271749,0.858,0.199,6,0.0562,-2.58,1,0.0357,145.169,4,0.577,58,edm
7132,7132,4TZ2Ub8bZh4LTs06eANDXa,Lights - Sped Up Version,Ellie Goulding,Lights (Sped Up Version),01-07-2022,0.0452,0.653,190053,0.836,0.299,10,0.1,-5.626,0,0.0457,133.182,4,0.804,77,edm
7362,7362,7JdiXX87BugXUDhQ89GEc8,Deep End - SIDEPIECE Remix,John Summit,Deep End (SIDEPIECE Remix),16-10-2020,0.122,0.763,196666,0.665,0.0112,11,0.476,-9.063,0,0.0807,126.025,4,0.422,57,edm
7521,7521,5Ce9z7GqSknXccyppRxNLY,Thief,Ookay,Thief,02-09-2016,0.00476,0.57,239711,0.797,0.00833,6,0.11,-2.954,1,0.0608,149.925,4,0.212,56,edm
7126,7126,4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",28-09-2018,0.157,0.842,212500,0.801,4.82E-06,8,0.0642,-4.167,0,0.228,95.881,4,0.617,76,edm
7881,7881,6N7PNjnD4kE4UjDK8CTKub,Colors (feat. Eyelar) - Cyclops Remix,Gryffin,Colors (feat. Eyelar) [Remixes],14-10-2022,0.0355,0.533,252800,0.875,0.0125,0,0.278,-1.75,1,0.0433,150.102,4,0.218,31,edm
7269,7269,72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),Clean Bandit,What Is Love? (Deluxe Edition),30-11-2018,0.239,0.715,212733,0.605,1.41E-05,0,0.189,-5.128,0,0.0428,122.956,4,0.454,75,edm
7639,7639,5Z3zRrMIJk7CVpfcLsM9wD,King,Years & Years,Communion (Deluxe),22-06-2015,0.0594,0.56,215360,0.857,0,4,0.381,-4.145,0,0.0384,119.975,4,0.432,62,edm
7554,7554,6RKFXPdoCBRcLljsxKZUNw,Move All Night,SNBRN,Move All Night,12-10-2018,0.248,0.797,197419,0.69,0.0496,7,0.132,-5.845,0,0.037,124,4,0.184,58,edm
7526,7526,3V2lP7h00m02fOQSjNUVMV,Party's Over,Brando,Party's Over,20-08-2021,0.0288,0.799,147022,0.643,1.91E-06,8,0.0889,-5.784,1,0.0442,119.987,4,0.387,65,edm
7943,7943,2ChOMSamIbDfZ4lA9yAiRA,Outerspace,BEAUZ,Outerspace,16-10-2020,0.00987,0.586,174084,0.861,7.17E-05,0,0.128,-3.089,0,0.0617,142.16,4,0.478,63,edm
7956,7956,6nbXYLeP21ksEQNFrHl2a2,Drifting Away,Audien,Drifting Away,09-09-2022,0.204,0.543,198750,0.623,0,10,0.161,-4.067,1,0.0314,127.884,4,0.171,54,edm
7619,7619,4skbQNtyjy8A7mo8oqe2oD,A Drug From God,Chris Lake,A Drug From God,12-11-2021,0.00819,0.714,192455,0.883,0.843,9,0.231,-4.43,1,0.0625,126.016,4,0.819,61,edm
7738,7738,50bPnkzp6o4AdSBNisle9l,Breaking Me,Various Artists,Queda poco para la PAES,21-10-2022,0.223,0.789,166793,0.72,0,8,0.129,-5.652,0,0.217,122.031,4,0.664,0,edm
7165,7165,15og0pCEcTFWEXOFKdcJlU,Hate Me,Ellie Goulding,Brightest Blue,16-07-2020,0.0875,0.64,188066,0.789,0,8,0.147,-4.891,1,0.0644,75.018,4,0.762,69,edm
7357,7357,6k5DKQMC96daK6fSvAxdQv,Satisfaction,David Guetta,Satisfaction,12-08-2022,0.0742,0.752,155676,0.935,0.0352,11,0.081,-6.263,1,0.203,126.022,4,0.31,60,edm
7040,7040,2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,Swedish House Mafia,Don't You Worry Child,14-09-2012,0.112,0.612,212862,0.84,0,11,0.116,-3.145,0,0.0509,129.042,4,0.438,80,edm
7195,7195,12gp9XggBAImRaqz7ASv9u,The Motto,Various Artists,Summer Music Festival Hits,21-10-2022,0.0301,0.754,164818,0.763,2.23E-05,7,0.0901,-4.627,0,0.0435,117.953,4,0.464,1,edm
7688,7688,5jCuwPfj8tpOtmWXIfpz48,I Got You,Various Artists,Best Road Trip Pop Tunes,12-10-2022,0.0746,0.568,190266,0.728,4.20E-06,9,0.349,-4.418,1,0.182,195.984,4,0.62,0,edm
7015,7015,7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,Silence,11-08-2017,0.256,0.52,180822,0.761,4.96E-06,4,0.17,-3.093,1,0.0853,141.971,4,0.286,81,edm
7876,7876,4peF3yGZAZfeOFDahi6Ig5,Take Me To The Sunshine (feat. BullySongs),Matoma,Take Me To The Sunshine (feat. BullySongs),04-02-2022,0.00896,0.686,177560,0.814,0.000196,6,0.187,-6.122,0,0.036,123.002,4,0.48,61,edm
7370,7370,6OTClxme7EYRZGO6An3SMc,Griztronics,GRiZ,Bangers[2].Zip,14-08-2019,0.037,0.607,198400,0.941,0.0137,11,0.321,-3.807,0,0.481,75.401,4,0.521,59,edm
7588,7588,2pPO9YecZimmuVQfIzfV6U,Wasted Love (feat. Lagique),Ofenbach,Wasted Love (feat. Lagique),08-01-2021,0.0821,0.734,139563,0.855,4.73E-06,6,0.0901,-4.578,0,0.135,121.955,4,0.54,75,edm
7340,7340,6fpKFZs4TGx96QOaugfn0e,#SELFIE,Various Artists,Gaming EDM 2022,24-10-2022,0.0126,0.805,184880,0.892,1.70E-05,0,0.06,-3.295,1,0.244,127.995,4,0.718,0,edm
7628,7628,06kxa3al7bUqRRo5nAFduZ,Nightlight,ILLENIUM,Nightlight,28-08-2020,0.0819,0.494,222400,0.651,0,11,0.104,-4.127,0,0.0384,149.979,4,0.162,60,edm
7785,7785,4rlU3ztwz68OciKXaERFKJ,Piece Of Your Heart,Various Artists,Gaming Top Hits,24-10-2022,0.0405,0.677,152913,0.744,0.000153,10,0.074,-6.806,0,0.0296,124.077,4,0.631,0,edm
7733,7733,5gahDIRy0rW2gXRtNrOTyz,Breaking Me,Various Artists,Gaming EDM 2022,24-10-2022,0.223,0.789,166793,0.72,0,8,0.129,-5.652,0,0.217,122.031,4,0.664,0,edm
7893,7893,57UkuOwXZ1sZyop4Um4RC6,Rather Be - The Magician Remix,Various Artists,Dance Dance Dance,21-10-2022,0.0157,0.809,274800,0.757,0.0943,1,0.0997,-6.246,0,0.0424,121.013,4,0.587,0,edm
7926,7926,0jpY96JxnwUtXCTtvOWWZG,42 (feat. J.Lauryn),Cash Cash,Say It Like You Feel It,14-05-2021,0.0499,0.698,168624,0.847,0,4,0.338,-4.372,0,0.0366,119.985,4,0.508,57,edm
7217,7217,7FBf7WRech1Bhdp9BcylM6,Happier,Various Artists,Weekend Baby,11-10-2022,0.191,0.687,214289,0.792,0,5,0.167,-2.749,1,0.0452,100.011,4,0.671,2,edm
7966,7966,5UkoWcFsdWn8NtSAh73Vli,Temptation,SIDEPIECE,Temptation,19-03-2021,0.00665,0.808,192960,0.878,0.0152,9,0.208,-5.282,1,0.0948,125.011,4,0.624,56,edm
7870,7870,6wjm92jBZapfiplQS4XV0X,Free (with Drew Love),Louis The Child,Here For Now,26-06-2020,0.00575,0.651,222253,0.564,3.53E-05,1,0.143,-6.64,1,0.0353,124.99,4,0.153,55,edm
7923,7923,2qE3sj3jXj44kbCIU7bkIn,Cooler Than Me,Mike Posner,A Matter Of Time,28-02-2009,0.15,0.84,225123,0.504,0,7,0.164,-4.277,0,0.15,129.014,4,0.79,58,edm
7836,7836,5qCpcgqwL1Hum85sAQz3W7,Gravity,SLANDER,Gravity,13-08-2021,0.153,0.631,364800,0.862,0.00109,2,0.107,-3.642,0,0.0999,149.939,4,0.39,54,edm
7224,7224,0WVAQaxrT0wsGEG4BCVSn2,Born To Be Yours,Kygo,Born To Be Yours,15-06-2018,0.3,0.688,193320,0.688,0,3,0.0982,-5.84,1,0.0357,114.011,4,0.451,60,edm
7119,7119,4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,Tiësto,Jackie Chan,18-05-2018,0.374,0.747,215759,0.834,0,3,0.0586,-2.867,0,0.045,128.005,4,0.687,72,edm
7257,7257,2GQEM9JuHu30sGFvRYeCxz,Faded,ZHU,THE NIGHTDAY,11-09-2014,0.00843,0.867,223480,0.477,0.175,9,0.113,-7.183,0,0.049,124.979,4,0.614,61,edm
7770,7770,5wk4ccb7pQYrFgxfkeuZOQ,No Piensa,Don Diablo,No Piensa,22-07-2022,0.073,0.738,149268,0.651,0,10,0.121,-7.511,0,0.289,123.001,4,0.289,62,edm
7395,7395,32il27dOrLpIru8Evp4Pu7,American Psycho (with Mae Muller feat. Trippie Redd),Marshmello,American Psycho (with Mae Muller feat. Trippie Redd),29-07-2022,0.0154,0.617,153195,0.514,0,9,0.118,-7.099,1,0.0722,81.067,4,0.365,66,edm
7746,7746,0fpwJ49EPz4WbT5W4SWmUS,In Your Arms (For An Angel),Various Artists,Arbeitsmusik Herbst/Winter 2022/2023,20-10-2022,0.0399,0.694,150476,0.828,0,11,0.0796,-4.653,0,0.0336,126.002,4,0.407,0,edm
7520,7520,6Owc2SuzwO3LW1SAODYK3l,Melody,Sigala,Melody,21-01-2022,0.0231,0.63,167142,0.91,1.91E-06,10,0.125,-2.681,0,0.058,123.017,4,0.525,75,edm
7882,7882,4s83ikoB5xMNeQBUAJRuwE,Colors (feat. Eyelar) - TYNAN Remix,Gryffin,Colors (feat. Eyelar) [Remixes],21-10-2022,0.0287,0.553,238400,0.963,0.695,0,0.254,-1.775,1,0.053,150.033,4,0.246,22,edm
7976,7976,6quGF3Kvzd5WYEEuCmvCe1,"World, Hold On - FISHER Rework",Bob Sinclar,"World, Hold On (FISHER Rework)",02-09-2022,0.00664,0.781,178304,0.889,0.00571,1,0.098,-5.298,0,0.0573,127.01,4,0.859,54,edm
7465,7465,7gLKUPLGMzPhw90Ara5ZEc,I'm Good (Blue) - Tiësto Remix,David Guetta,I'm Good (Blue) [Remixes],29-09-2022,0.000707,0.6,178124,0.96,0.0475,7,0.381,-2.396,0,0.0597,128.068,4,0.153,69,edm
7975,7975,35MKhw2YBKApmD7fAnPERC,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,Faith (with Dolly Parton) [feat. Mr. Probz],25-10-2019,0.145,0.547,186804,0.795,0,8,0.11,-3.721,1,0.0489,118.118,4,0.723,59,edm
7451,7451,0q7oMII7kWTj1ZSX6GT6LU,Crawl Outta Love,ILLENIUM,Awake,21-09-2017,0.181,0.377,242011,0.723,0,7,0.0815,-2.951,1,0.046,84.139,4,0.167,58,edm
7863,7863,35bBFuZAgShIM5p8DQUfTj,Head & Heart,Various Artists,Sunlight Dance,21-10-2022,0.168,0.734,166028,0.874,1.14E-05,8,0.0489,-3.158,1,0.0662,122.953,4,0.905,0,edm
7843,7843,5jyUBKpmaH670zrXrE0wmO,Reload - Radio Edit,Sebastian Ingrosso,Reload (Vocal Version / Radio Edit),01-01-2013,0.0736,0.485,221272,0.724,0,9,0.0631,-4.633,0,0.0521,128.045,4,0.433,66,edm
7278,7278,4YIoQqE50AdyG4BQafCi3u,High You Are (Branchez Remix),What So Not,High You Are (Remixes),25-10-2013,0.0614,0.691,213340,0.856,0.119,10,0.034,-5.614,1,0.0407,136.98,4,0.414,63,edm
7208,7208,7CQ85NHNXA7HRAJVAfSC41,Hot in It,Various Artists,Objectif Running : Dance,21-10-2022,0.00445,0.748,129817,0.841,1.33E-06,7,0.0413,-5.08,1,0.177,123.045,4,0.717,0,edm
7178,7178,72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,Memories...Do Not Open,07-04-2017,0.0215,0.653,221506,0.658,1.66E-06,2,0.0939,-6.428,1,0.0304,99.99,4,0.219,74,edm
7250,7250,326yOKaTPs91elL1KW794F,Life's Too Short,Two Friends,Life's Too Short,03-12-2021,0.0275,0.648,211010,0.795,0,0,0.113,-5.67,1,0.0433,100.032,4,0.364,64,edm
7329,7329,4qjubkKcE77TKrK8SRswPy,Wake Me Up - Radio Edit,Various Artists,Summer Sweat,11-10-2022,0.00415,0.524,246813,0.807,0.000834,2,0.212,-4.16,1,0.0579,124.127,4,0.62,0,edm
7754,7754,2dWNKXTs5z7Iu1g0kYh4Xe,My Heart Goes (La Di Da) (feat. Topic),Becky Hill,Only Honest On The Weekend,27-08-2021,0.0185,0.695,148960,0.781,3.12E-05,7,0.295,-5.578,0,0.0452,124.04,4,0.456,71,edm
7455,7455,0Ult84lvFuqNvbyXwyRQ58,I Miss You (feat. Julia Michaels),Clean Bandit,What Is Love? (Deluxe Edition),30-11-2018,0.299,0.693,205986,0.624,7.64E-06,0,0.0955,-7.482,0,0.0448,105.002,4,0.369,70,edm
7839,7839,6EafRI0UtUidrZbbKpFRYq,Forget About Me,Aluna,Forget About Me,14-01-2022,0.0428,0.721,177637,0.894,0.502,3,0.134,-7.59,0,0.0488,127.005,4,0.88,59,edm
7564,7564,3FrX3mx8qq7SZX2NYbzDoj,Who's That Chick? (feat. Rihanna),David Guetta,Who's That Chick?,06-12-2010,0.00372,0.675,201040,0.601,0,11,0.0458,-4.733,0,0.116,127.938,4,0.931,57,edm
7338,7338,3nc420PXjTdBV5TN0gCFkS,Ocean (feat. Khalid),Martin Garrix,Ocean (feat. Khalid),15-06-2018,0.584,0.506,216419,0.693,9.58E-05,0,0.0891,-7.265,0,0.0412,139.912,4,0.221,68,edm
7617,7617,4FYbo4yQzu3hGkj2Ix4ucW,Funny,Zedd,Funny,16-07-2020,0.512,0.664,221465,0.66,0,5,0.26,-4.646,1,0.0243,99.946,4,0.355,64,edm
7560,7560,7GiozRoMk95aFl1WbrDdjX,Nobody,NOTD,Nobody,30-10-2020,0.0166,0.818,143952,0.773,7.64E-06,8,0.377,-5.714,0,0.0579,122.016,4,0.878,62,edm
7707,7707,3c9IKwzgIPcCweCl9so748,Underwater,Tujamo,Underwater,30-07-2021,0.00469,0.703,141895,0.692,1.64E-06,1,0.12,-5.748,0,0.0412,124.077,4,0.491,69,edm
7479,7479,4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),Martin Garrix,High On Life (feat. Bonn),29-07-2018,0.0129,0.414,230761,0.486,0,6,0.111,-6.431,0,0.0311,128.038,4,0.368,71,edm
7428,7428,1KkV5NgLa2XtD00IfaCPyG,Living Without You,Sigala,Living Without You,02-09-2022,0.0407,0.57,184103,0.89,0,11,0.677,-2.049,0,0.0625,125.003,4,0.563,73,edm
7872,7872,7vgRu7Bj2vGOh6iX41jGqJ,Get Together (with Duckwrth),Louis The Child,Here For Now,26-06-2020,0.556,0.696,144026,0.603,0.00574,0,0.334,-7.14,1,0.138,109.066,4,0.493,56,edm
7499,7499,5i7fZq3chLyCHo3VeB6goD,First of the Year (Equinox),Skrillex,More Monsters and Sprites EP,07-06-2011,0.00711,0.429,261517,0.948,0.0148,5,0.0812,-3.657,0,0.227,115.785,3,0.55,64,edm
7400,7400,7hauyzTQ4EQcksL390cTPU,Mountains,Lost Kings,"It's Not You, It's Me",10-12-2021,0.279,0.637,129076,0.78,0.00186,7,0.517,-7.547,1,0.049,94.029,4,0.478,60,edm
7158,7158,6GSkLS2y4ZnnZsuRAj975K,Project Dreams,Marshmello,Project Dreams,25-01-2019,0.409,0.78,167898,0.828,0,8,0.104,-2.235,1,0.237,160.113,4,0.786,67,edm
7077,7077,5e2ZOmiFEAOFEgXNj1mHEk,I Remember,Cheat Codes,I Remember,26-08-2022,0.0314,0.57,168117,0.737,0,1,0.248,-4.27,0,0.0685,100.052,4,0.621,75,edm
7555,7555,44ZcbH1W8X5OXc7ZQyKNVw,Loco Contigo,Various Artists,Esto me suena a Farra,14-10-2022,0.283,0.827,185194,0.757,1.56E-06,6,0.102,-2.985,0,0.0564,95.983,4,0.374,0,edm
7762,7762,5fOjFkFA0k5MTOo1LmnVTO,Heroes Tonight,Janji,Heroes Tonight,09-06-2015,0.075,0.537,208139,0.786,0,8,0.253,-4.331,1,0.0317,127.994,3,0.178,68,edm
7371,7371,7j6OJzMIJL5JcFHyeSJZGV,Mase in '97,Carnage,Mase in '97,01-07-2016,0.308,0.684,100008,0.785,2.69E-05,11,0.15,-3.903,1,0.274,143.84,4,0.486,59,edm
7937,7937,0NIC4unbe5KZOp1d9T7OaF,Secrets,Tiësto,"Club Life, Vol. 4 - New York City",18-05-2015,0.000329,0.648,250946,0.812,0.0369,11,0.0857,-7.585,0,0.0414,128.178,4,0.122,65,edm
7086,7086,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),22-07-2022,0.118,0.607,148629,0.767,0,5,0.122,-6.069,0,0.0474,123.998,3,0.662,85,edm
7050,7050,3hTS0dFgLus7rechtNe8pP,I'm Good (Blue),Various Artists,From The Ashes - New Beats,21-10-2022,0.00383,0.561,175238,0.965,7.07E-06,7,0.371,-3.673,0,0.0343,128.04,4,0.304,1,edm
7410,7410,5JEx7HbmvHQQswJCsoo9rA,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,Close To Me (feat. Swae Lee),24-10-2018,0.0954,0.575,182623,0.758,0,1,0.394,-5.029,0,0.0618,144.107,4,0.493,64,edm
7075,7075,0uXO2GrNiIb1xHT9LUdxZE,Sexy Bitch (feat. Akon),David Guetta,One Love (Deluxe),21-08-2009,0.0771,0.813,195853,0.627,0.000616,11,0.131,-5.018,0,0.0486,130.011,4,0.801,66,edm
7603,7603,4b93D55xv3YCH5mT4p6HPn,Ocean Drive,Duke Dumont,Duality,17-04-2020,0.00388,0.67,206320,0.776,0.000184,8,0.122,-4.091,0,0.047,115.034,4,0.624,70,edm
7977,7977,6x8to58oCuyPyuXIe5Imak,Say Nothing (feat. MAY-A),Flume,Palaces,20-05-2022,0.0966,0.477,232959,0.824,5.55E-05,2,0.12,-1.953,0,0.0623,129.942,4,0.3,56,edm
7582,7582,0TUVXjgv0kp7pPLezJXlGi,Romanticism,Retrofile,Romanticism,12-10-2018,0.204,0.734,214346,0.669,0.00872,7,0.13,-6.841,0,0.0272,119.987,4,0.393,58,edm
7405,7405,44xO8889yUQHn70P73NILS,Believe Me,Navos,Believe Me,22-01-2021,0.129,0.629,188260,0.876,1.39E-06,5,0.29,-5.572,0,0.0408,124.999,4,0.645,71,edm
7964,7964,7kaux342y0B446JgJgojAi,Dreams pt. II,Lost Sky,Dreams pt. II,25-12-2018,0.0253,0.52,215196,0.884,0.000143,8,0.112,-4.809,1,0.0362,144.961,4,0.513,63,edm
7637,7637,0yotOi6EFaBal5Gy7YVcuI,Spacetime (feat. NEVVE),Subtronics,FRACTALS,14-01-2022,0.0877,0.709,168000,0.802,1.43E-05,4,0.323,-1.146,0,0.137,140.072,4,0.546,54,edm
7097,7097,3nEHrvNNtgLv9rneTAYVr4,Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia,Paradise Again,15-04-2022,0.0124,0.665,214071,0.738,0.00598,0,0.0923,-5.931,0,0.0379,125.037,4,0.0389,79,edm
7307,7307,1D2ZNECRd7KIlA4pyOUGsv,What Would You Do?,Joel Corry,What Would You Do?,18-03-2022,0.149,0.687,174215,0.895,0.00592,9,0.121,-2.983,1,0.0474,124.041,4,0.686,75,edm
7249,7249,0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Sam Feldt,Magnets EP,24-05-2019,0.0771,0.59,174444,0.642,0,7,0.105,-3.87,1,0.122,107.356,4,0.651,68,edm
7384,7384,7ir1tVqAtNjctvteJPw5MF,Cola,CamelPhat,Cola,27-10-2017,0.0245,0.706,223869,0.74,0.512,6,0.135,-7.904,1,0.0325,122.007,3,0.444,59,edm
7209,7209,3LuuGCYFXpSpmfUtxpAUk7,Hot in It,Various Artists,Morning Feel Good,14-10-2022,0.00445,0.748,129817,0.841,1.33E-06,7,0.0413,-5.08,1,0.177,123.045,4,0.717,0,edm
7650,7650,7MyNyTJReE2tdGg7iTMItg,Losing - Reso Remix,Various Artists,Sunlight Dance,21-10-2022,0.000251,0.474,295430,0.961,0.00068,1,0.121,-4.118,0,0.0866,85.987,4,0.239,0,edm
7755,7755,73ucpKq91TuejrLHgzDNHK,Poison,Rita Ora,Poison,18-05-2015,0.0821,0.579,202906,0.738,1.52E-06,10,0.232,-5.711,1,0.0542,124.023,4,0.431,67,edm
7680,7680,3ATwxbyPDsZWvlBdnyKNPQ,Body - Dzeko Remix,Loud Luxury,Body,20-07-2018,0.00819,0.654,165714,0.947,0.000164,5,0.126,-3.755,0,0.0553,125.978,4,0.653,61,edm
7822,7822,6lP1UrOucq5sIXl6scYAHS,Somebody New,TELYKast,Somebody New,18-09-2020,0.0304,0.766,145161,0.814,0.000139,8,0.0719,-4.131,1,0.0325,124.017,4,0.308,59,edm
7089,7089,5K6Ssv4Z3zRvxt0P6EKUAP,Heartbreak Anthem (with David Guetta & Little Mix),Galantis,Heartbreak Anthem (with David Guetta & Little Mix),20-05-2021,0.216,0.595,183725,0.784,0,1,0.0608,-4.878,1,0.102,124.111,4,0.479,79,edm
7175,7175,1nV6VafLPuRSsXgbDY3i6L,One Last Dance,Audien,One Last Dance,18-02-2022,0.164,0.713,184000,0.719,0.0335,4,0.0853,-6.972,1,0.0455,119.993,4,0.24,66,edm
7864,7864,2DK4JDchcrvTmjIgv2qiMR,I Wish,Various Artists,UK Pop 20s,14-10-2022,0.0896,0.686,181728,0.856,0,9,0.0648,-2.717,0,0.0426,123.997,4,0.733,0,edm
7726,7726,651YhrvzeVfOa8yIifIhUM,I FEEL LIKE DANCING,Hardwell,I FEEL LIKE DANCING,12-08-2022,0.00109,0.554,225681,0.966,0.838,6,0.415,-3.745,1,0.106,132.035,4,0.193,64,edm
7027,7027,0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),David Guetta,Nothing but the Beat 2.0,24-08-2011,0.0678,0.604,245040,0.788,0.153,0,0.127,-3.673,0,0.103,126.06,4,0.301,69,edm
7422,7422,1SacjiJXVYiv3ydALqEchb,On Repeat,Various Artists,"#Multiverse, If the Multiverse Is Real",14-10-2022,0.0246,0.609,190217,0.801,0.00255,1,0.37,-8.483,0,0.0694,122.958,4,0.202,0,edm
7060,7060,3YAounhJSN3kSUrzu6PPJX,Crazy What Love Can Do,Various Artists,Pop Brandneu,14-10-2022,0.0282,0.601,169756,0.713,0,4,0.158,-3.758,0,0.0449,122.872,4,0.464,2,edm
7149,7149,3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),17-01-2014,0.162,0.799,227833,0.586,2.03E-06,11,0.193,-6.735,1,0.0377,120.97,4,0.549,72,edm
7821,7821,1sFIeryYtYTqcRqZiEuIxh,Maze,Punctual,Maze,13-05-2022,0.0651,0.637,183536,0.865,0.00194,6,0.106,-5.756,1,0.0417,123.038,4,0.759,62,edm
7835,7835,1Ijh9lrbGPUj1tui7OGpnB,A Heart Like Hers,Mac DeMarco,Another One,07-08-2015,0.799,0.56,241860,0.381,0.000142,1,0.125,-8.503,1,0.0291,147.431,4,0.558,56,edm
7372,7372,6a8LfgC5aAaHNhsQcGQY1r,Antibodies - LP Giobbi Remix,Tensnake,Antibodies,02-07-2021,0.175,0.61,312226,0.765,1.05E-06,3,0.0914,-4.914,1,0.172,125.028,4,0.243,66,edm
